Record Length,2.500000e+03,,  -0.000000070000,   4.40000,
Sample Interval,1.000000e-09,,  -0.000000069000,   4.32000,
Trigger Point,7.000000000000e+01,,  -0.000000068000,   4.32000,
,,,  -0.000000067000,   4.32000,
,,,  -0.000000066000,   4.32000,
,,,  -0.000000065000,   4.24000,
Source,CH1,,  -0.000000064000,   4.32000,
Vertical Units,V,,  -0.000000063000,   4.24000,
Vertical Scale,2.000000e+00,,  -0.000000062000,   4.24000,
Vertical Offset,0.000000e+00,,  -0.000000061000,   4.24000,
Horizontal Units,s,,  -0.000000060000,   4.32000,
Horizontal Scale,2.500000e-07,,  -0.000000059000,   4.40000,
Pt Fmt,Y,,  -0.000000058000,   4.32000,
Yzero,0.000000e+00,,  -0.000000057000,   4.40000,
Probe Atten,1.000000e+01,,  -0.000000056000,   4.32000,
Model Number,TBS1052B-EDU,,  -0.000000055000,   4.32000,
Serial Number,C043090,,  -0.000000054000,   4.40000,
Firmware Version,FV:v4.06,,  -0.000000053000,   4.40000,
,,,-00.000000052000,   4.40000,
,,,-00.000000051000,   4.48000,
,,,-00.000000050000,   4.40000,
,,,-00.000000049000,   4.32000,
,,,-00.000000048000,   4.32000,
,,,-00.000000047000,   4.32000,
,,,-00.000000046000,   4.32000,
,,,-00.000000045000,   4.24000,
,,,-00.000000044000,   4.40000,
,,,-00.000000043000,   4.40000,
,,,-00.000000042000,   4.32000,
,,,-00.000000041000,   4.40000,
,,,-00.000000040000,   4.32000,
,,,-00.000000039000,   4.32000,
,,,-00.000000038000,   4.32000,
,,,-00.000000037000,   4.24000,
,,,-00.000000036000,   4.32000,
,,,-00.000000035000,   4.32000,
,,,-00.000000034000,   4.32000,
,,,-00.000000033000,   4.32000,
,,,-00.000000032000,   4.32000,
,,,-00.000000031000,   4.32000,
,,,-00.000000030000,   4.40000,
,,,-00.000000029000,   4.32000,
,,,-00.000000028000,   4.40000,
,,,-00.000000027000,   4.32000,
,,,-00.000000026000,   4.40000,
,,,-00.000000025000,   4.32000,
,,,-00.000000024000,   4.32000,
,,,-00.000000023000,   4.32000,
,,,-00.000000022000,   4.32000,
,,,-00.000000021000,   4.24000,
,,,-00.000000020000,   4.32000,
,,,-00.000000019000,   4.40000,
,,,-00.000000018000,   4.40000,
,,,-00.000000017000,   4.32000,
,,,-00.000000016000,   4.32000,
